id,han,chars
642,"kỉ","几"
643,"kỷ","几"
644,"phàm","凡"
645,"hoàng","凰"
646,"huỳnh","凰"
647,"khải","凱"
648,"đăng","凳"
649,"đắng","凳"
650,"khảm","凵"
651,"hung","凶"
652,"đột","凸"
653,"ao","凹"
654,"xuất","出"
655,"hàm","函"
656,"đao","刀"
657,"điêu","刁"
658,"đao","刂"
659,"lạng","刃"
660,"nhận","刃"
661,"nhẫn","刃"
662,"phân","分"
663,"phận","分"
664,"thiết","切"
665,"ngải","刈"
666,"nghệ","刈"
667,"ngật","刉"
668,"khan","刊"
669,"san","刊"
670,"thôn","刌"
671,"thổn","刌"
672,"vẫn","刎"
673,"đan","刐"
674,"hình","刑"
675,"hoạch","划"
676,"ngoan","刓"
677,"ngoạt","刖"
678,"nguyệt","刖"
679,"liệt","列"
680,"sơ","初"
681,"phán","判"
682,"biệt","別"
683,"bao","刨"
684,"bào","刨"
685,"lợi","利"
686,"san","刪"
687,"quát","刮"
688,"đáo","到"
689,"sáng","刱"
690,"khuê","刲"
691,"khô","刳"
692,"nhị","刵"
693,"nhĩ","刵"
694,"chế","制"
695,"loát","刷"
696,"xoát","刷"
697,"khoán","券"
698,"si","刺"
699,"thích","刺"
700,"thứ","刺"
701,"khắc","刻"
702,"đoá","剁"
703,"thế","剃"
704,"hĩnh","剄"
705,"kình","剄"
706,"tắc","則"
707,"toả","剉"
708,"tước","削"
709,"khắc","剋"
710,"lạt","剌"
711,"thích","剌"
712,"tiền","前"
713,"sát","剎"
714,"dịch","剔"
715,"dị","剔"
716,"phí","剕"
717,"bội","剖"
718,"phẫu","剖"
719,"chí","剚"
720,"trị","剚"
721,"cương","剛"
722,"oan","剜"
723,"bác","剝"
724,"lục","剝"
725,"cơ","剞"
726,"kỉ","剞"
727,"kỷ","剞"
728,"đoạt","剟"
729,"xuyết","剟"
730,"diệm","剡"
731,"diễm","剡"
732,"thặng","剩"
733,"tiển","剪"
734,"tiễn","剪"
735,"quả","剮"
736,"phó","副"
737,"cát","割"
738,"cai","剴"
739,"khải","剴"
740,"sáng","創"
741,"sản","剷"
742,"chuyển","剸"
743,"li","剺"
744,"ly","剺"
745,"phiêu","剽"
746,"phiếu","剽"
747,"sao","剿"
748,"tiễu","剿"
749,"thiêu","劁"
750,"khuyết","劂"
751,"quyết","劂"
752,"hoạch","劃"
753,"tráp","劄"
754,"kịch","劇"
755,"bích","劈"
756,"phách","劈"
757,"tích","劈"
758,"lưu","劉"
759,"quái","劊"
760,"quệ","劌"
761,"quế","劌"
762,"kiếm","劍"
763,"tề","劑"
764,"tễ","劑"
765,"nhị","劓"
766,"tị","劓"
767,"tỵ","劓"
768,"ma","劘"
769,"mi","劘"
770,"lãi","劙"
771,"lực","力"
772,"công","功"
773,"gia","加"
774,"liệt","劣"
775,"hiệp","劦"
776,"trợ","助"
777,"nỗ","努"
778,"kiếp","劫"
779,"cù","劬"
780,"thiệu","劭"
781,"khuông","劻"
782,"cật","劼"
783,"hặc","劾"
784,"kinh","勁"
785,"kính","勁"
786,"bột","勃"
1423,"niếp","囡"
1424,"đôn","囤"
1425,"đồn","囤"
1426,"độn","囤"
1427,"khang","囥"
1428,"tỉ","囥"
1429,"tỷ","囥"
1430,"quýnh","囧"
1431,"song","囪"
1432,"thông","囪"
1433,"hốt","囫"
1434,"vật","囫"
1435,"ngoa","囮"
1436,"phương","囮"
1437,"khốn","困"
1438,"khuân","囷"
1439,"linh","囹"
1440,"cố","固"
1441,"hựu","囿"
1442,"hữu","囿"
1443,"bổ","圃"
1444,"phố","圃"
1445,"ngữ","圄"
1446,"luân","圇"
1447,"khuyên","圈"
1448,"quyển","圈"
1449,"ngữ","圉"
1450,"thanh","圊"
1451,"quốc","國"
1452,"vi","圍"
1453,"viên","園"
1454,"viên","圓"
1455,"đồ","圖"
1456,"đoàn","團"
1457,"thổ","土"
1458,"thánh","圣"
1459,"tại","在"
1460,"vu","圩"
1461,"khất","圪"
1462,"ô","圬"
1463,"khuê","圭"
1464,"bĩ","圮"
1465,"phỉ","圮"
1466,"tị","圮"
1467,"di","圯"
1468,"tị","圯"
1469,"địa","地"
1470,"quân","圴"
1471,"kì","圻"
1472,"kỳ","圻"
1473,"cấp","圾"
1474,"ngập","圾"
1475,"chỉ","址"
1476,"chỉ","坁"
1477,"quân","均"
1478,"đồn","坉"
1479,"phường","坊"
1480,"phận","坋"
1481,"bồn","坌"
1482,"bộn","坌"
1483,"đan","坍"
1484,"than","坍"
1485,"khảm","坎"
1486,"hoại","坏"
1487,"toạ","坐"
1488,"kháng","坑"
1489,"khanh","坑"
1490,"pha","坡"
1491,"khôn","坤"
1492,"thản","坦"
1493,"đà","坨"
1494,"cam","坩"
1495,"kham","坩"
1496,"bình","坪"
1497,"điếm","坫"
1498,"ni","坭"
1499,"bôi","坯"
1500,"phôi","坯"
1501,"quynh","坰"
1502,"quýnh","坰"
1503,"ao","坳"
1504,"khâu","坵"
1505,"kha","坷"
1506,"trì","坻"
1507,"sách","坼"
1508,"xích","坼"
1509,"thuỳ","垂"
1510,"lạp","垃"
1511,"hình","型"
1512,"trợ","垌"
1513,"cai","垓"
1514,"nghiêu","垚"
1515,"đoá","垛"
1516,"dương","垟"
1517,"ngân","垠"
1518,"cấu","垢"
1519,"viên","垣"
1520,"biệt","垤"
1521,"điệt","垤"
1522,"khoa","垮"
1523,"khoả","垮"
1524,"ngận","垽"
1525,"tự","垿"
1526,"canh","埂"
1527,"cảnh","埂"
1528,"cánh","埂"
1529,"ai","埃"
1530,"sánh","埆"
1531,"mai","埋"
1532,"man","埋"
1533,"lãng","埌"
1534,"thành","城"
1535,"duyên","埏"
1536,"liệt","埒"
1537,"bộ","埔"
1538,"bổ","埔"
1539,"phố","埔"
1540,"trình","埕"
1541,"dã","埜"
1542,"vực","域"
1543,"phụ","埠"
1544,"bệ","埤"
1545,"bì","埤"
1546,"cụ","埧"
1547,"đại","埭"
1548,"thực","埴"
1549,"đoá","埵"
1550,"nghệ","埶"
1551,"chấp","執"
1552,"dịch","埸"
1553,"bồi","培"
1554,"cơ","基"
1555,"kì","埼"
1556,"kỳ","埼"
1557,"tảo","埽"
1558,"táo","埽"
1559,"đường","堂"
1560,"kiên","堅"
1561,"đôi","堆"
1562,"cẩn","堇"
1563,"dục","堉"
1564,"ác","堊"
1565,"á","堊"
1566,"bằng","堋"
1567,"miễn","堍"
1568,"thố","堍"
1569,"nhân","堙"
1570,"oa","堝"
1571,"qua","堝"
1572,"điệp","堞"
1573,"hậu","堠"
1574,"bảo","堡"
1575,"phố","堡"
1576,"chỉ","堤"
1577,"đê","堤"
1578,"kham","堪"
1579,"hoàng","堭"
1580,"huỳnh","堭"
1581,"nghiêu","堯"
1582,"yển","堰"
1583,"báo","報"
1584,"tràng","場"
1585,"trường","場"
1586,"đổ","堵"
1587,"giảm","堿"
1588,"kí","塈"
1589,"ký","塈"
1590,"khối","塊"
1591,"doanh","塋"
1592,"oanh","塋"
1593,"tháp","塌"
1594,"thăng","塍"
1595,"khải","塏"
1596,"sóc","塑"
1597,"tố","塑"
1598,"thì","塒"
1599,"thời","塒"
1600,"tháp","塔"
1601,"ông","塕"
1602,"ổng","塕"
1603,"đồ","塗"
1604,"đường","塘"
1605,"chủng","塚"
1606,"trủng","塚"
1607,"bạng","塝"
1608,"tái","塞"
1609,"tắc","塞"
1610,"ô","塢"
1611,"ổ","塢"
1612,"huân","塤"
1613,"vẫn","塤"
1614,"cách","塥"
1615,"điền","填"
1616,"ôn","塭"
1617,"trần","塵"
1618,"bình","塶"
1619,"khiếm","塹"
1620,"tiệm","塹"
1621,"trạm","塹"
1622,"chuyên","塼"
1623,"thục","塾"
1624,"loá","塿"
1625,"lũ","塿"
1626,"tê","墀"
1627,"trì","墀"
1628,"cảnh","境"
1629,"thự","墅"
1630,"khám","墈"
1631,"dung","墉"
1632,"điếm","墊"
1633,"thục","墊"
1634,"biển","墐"
1635,"cận","墐"
1636,"mộ","墓"
1637,"truỵ","墜"
1638,"sao","墝"
1639,"trừng","墝"
1640,"tăng","增"
1641,"hư","墟"
1642,"khư","墟"
1643,"thiện","墠"
1644,"thiện","墡"
1645,"phan","墦"
1646,"phiền","墦"
1647,"mặc","墨"
1648,"đôn","墩"
1649,"tôn","墫"
1650,"đoạ","墮"
1651,"phần","墳"
1652,"tường","墻"
1653,"khẩn","墾"
1654,"yểu","墿"
1655,"bích","壁"
1656,"ung","壅"
1657,"ủng","壅"
1658,"đàn","壇"
1659,"lam","壈"
1660,"huân","壎"
1661,"diêm","壏"
1662,"hác","壑"
1663,"áp","壓"
1664,"đảo","壔"
1665,"hào","壕"
1666,"nhuyên","壖"
1667,"luỹ","壘"
1668,"khoáng","壙"
1669,"lô","壚"
1670,"lư","壚"
1671,"hoại","壞"
1672,"lũng","壟"
1673,"lịch","壢"
1674,"nhưỡng","壤"
1675,"bả","壩"
1676,"bá","壩"
1677,"sĩ","士"
1678,"nhâm","壬"
1679,"tráng","壯"
1680,"nhất","壹"
1681,"hồ","壺"
1682,"khổn","壼"
1683,"thọ","壽"
1684,"truy","夂"
1685,"nãi","夃"
1686,"phong","夆"
1687,"tuy","夊"
1688,"lăng","夌"
1689,"phúc","复"
1690,"hạ","夏"
1691,"quì","夔"
1692,"quỳ","夔"
1693,"tịch","夕"
1694,"ngoại","外"
1695,"uyển","夗"
1696,"túc","夙"
1697,"đa","多"
1698,"dạ","夜"
1699,"cấu","夠"
1700,"cú","夠"
1701,"mộng","夢"
1702,"dần","夤"
1703,"di","夤"
1704,"hoả","夥"
1705,"khoả","夥"
1706,"đại","大"
1707,"thiên","天"
1708,"thái","太"
1709,"phu","夫"
1710,"phù","夫"
1711,"quải","夬"
1712,"quái","夬"
1713,"quyết","夬"
1714,"yêu","夭"
1715,"yểu","夭"
1716,"ương","央"
1717,"kháng","夯"
1718,"thất","失"
1719,"di","夷"
1720,"khoa","夸"
1721,"giáp","夾"
1722,"tư","奀"
1723,"yêm","奄"
1724,"yểm","奄"
1725,"pháo","奅"
1726,"cơ","奇"
1727,"kì","奇"
1728,"kỳ","奇"
1729,"nại","奈"
1730,"phụng","奉"
1731,"khuê","奎"
1732,"tấu","奏"
1733,"hoán","奐"
1734,"khế","契"
1735,"khiết","契"
1736,"tiết","契"
1737,"bôn","奔"
1738,"dịch","奕"
1739,"sáo","套"
1740,"trang","奘"
1741,"hề","奚"
1742,"điện","奠"
1743,"ngạo","奡"
1744,"sa","奢"
1745,"xa","奢"
1746,"áo","奧"
1747,"liêm","奩"
1748,"đoạn","奪"
1749,"đoạt","奪"
1750,"thích","奭"
1751,"phấn","奮"
1752,"nhữ","女"
1753,"nữ","女"
1754,"nô","奴"
1755,"nãi","奶"
1756,"thiên","奷"
1757,"gian","奸"
1758,"tha","她"
1759,"thác","奼"
1760,"xá","奼"
1761,"hảo","好"
1762,"hiếu","好"
1763,"tiên","奾"
1764,"chước","妁"
1765,"như","如"
1766,"phi","妃"
1767,"vọng","妄"
1768,"nhâm","妊"
1769,"nhẫm","妊"
1770,"nghiên","妍"
1771,"tỉ","妏"
1772,"tỷ","妏"
1773,"đố","妒"
1774,"kĩ","妓"
1775,"kỹ","妓"
1776,"yêu","妖"
1777,"cấm","妗"
1778,"vân","妘"
1779,"diệu","妙"
1780,"trang","妝"
1781,"nưu","妞"
1782,"tự","妡"
1783,"tỷ","妣"
1784,"dư","妤"
1785,"thoả","妥"
1786,"phương","妨"
1787,"ni","妮"
1788,"trục","妯"
1789,"tục","妯"
1790,"đát","妲"
1791,"nễ","妳"
1792,"nhĩ","妳"
1793,"thượng","妴"
1794,"muội","妹"
1795,"thê","妻"
1796,"thiếp","妾"
1797,"hử","姁"
1798,"bạn","姅"
1799,"mẫu","姆"
1800,"mỗ","姆"
1801,"ư","姇"
1802,"tỉ","姊"
1803,"tỷ","姊"
1804,"thỉ","始"
1805,"thuỷ","始"
1806,"sách","姍"
1807,"san","姍"
1808,"tả","姐"
1809,"thư","姐"
1810,"cô","姑"
1811,"tỉ","姒"
1812,"tự","姒"
1813,"tỷ","姒"
1814,"tính","姓"
1815,"uỷ","委"
1816,"biền","姘"
1817,"bình","姘"
1818,"phanh","姘"
1819,"diêu","姚"
1820,"khang","姜"
1821,"khương","姜"
1822,"khu","姝"
1823,"xu","姝"
1824,"cật","姞"
1825,"giảo","姣"
1826,"cấu","姤"
1827,"lão","姥"
1828,"mẫu","姥"
1829,"mỗ","姥"
1830,"mụ","姥"
1831,"gian","姦"
1832,"di","姨"
1833,"nguyên","姩"
1834,"điệt","姪"
1835,"cơ","姬"
1836,"khoa","姱"
1837,"tẩu","姵"
1838,"nhân","姻"
1839,"phi","姼"
1840,"quĩ","姽"
1841,"quỹ","姽"
1842,"tư","姿"
1843,"uy","威"
1844,"khuê","娃"
1845,"oa","娃"
1846,"phinh","娉"
1847,"sính","娉"
1848,"lí","娌"
1849,"lý","娌"
1850,"sa","娑"
1851,"vỉ","娓"
1852,"vĩ","娓"
1853,"xúc","娖"
1854,"lang","娘"
1855,"nương","娘"
1856,"ngô","娛"
1857,"ngu","娛"
1858,"na","娜"
1859,"quyên","娟"
1860,"thần","娠"
1861,"đệ","娣"
1862,"đễ","娣"
1863,"nga","娥"
1864,"miễn","娩"
1865,"vãn","娩"
1866,"thú","娶"
1867,"xương","娼"
1868,"xướng","娼"
1869,"a","婀"
1870,"lâu","婁"
1871,"lũ","婁"
1872,"bà","婆"
1873,"uyển","婉"
1874,"biểu","婊"
1875,"tiệp","婕"
1876,"nghê","婗"
1877,"hôn","婚"
1878,"hạnh","婞"
1879,"tì","婢"
1880,"tỳ","婢"
1881,"phụ","婦"
1882,"lam","婪"
1883,"dâm","婬"
1884,"á","婭"
1885,"đình","婷"
1886,"sước","婷"
1887,"vụ","婺"
1888,"xước","婼"
1889,"tế","婿"
1890,"vã","媊"
1891,"môi","媒"
1892,"mị","媚"
1893,"mỵ","媚"
1894,"viên","媛"
1895,"viện","媛"
1896,"tiết","媟"
1897,"mạo","媢"
1898,"oa","媧"
1899,"thước","媬"
1900,"qui","媯"
1901,"quì","媯"
1902,"quy","媯"
1903,"quỳ","媯"
1904,"bễ","媲"
1905,"tì","媲"
1906,"tí","媲"
1907,"tý","媲"
1908,"tức","媳"
1909,"dắng","媵"
1910,"đẵng","媵"
1911,"xi","媸"
1912,"xuy","媸"
1913,"mỹ","媺"
1914,"ẩu","媼"
1915,"ảo","媼"
1916,"ma","媽"
1917,"mụ","媽"
1918,"cấu","媾"
1919,"quý","媿"
1920,"quí","媿"
1921,"giá","嫁"
1922,"tẩu","嫂"
1923,"nguyên","嫄"
1924,"tật","嫉"
1925,"niệu","嫋"
1926,"hiềm","嫌"
1927,"ế","嫕"
1928,"phiêu","嫖"
1929,"phiếu","嫖"
1930,"ẩu","嫗"
1931,"luy","嫘"
1932,"mạn","嫚"
1933,"ê","嫛"
1934,"chương","嫜"
1935,"xáo","嫜"
1936,"li","嫠"
1937,"ly","嫠"
1938,"đích","嫡"
1939,"yên","嫣"
1940,"thường","嫦"
1941,"nộn","嫩"
1942,"hông","嫪"
1943,"lạc","嫪"
1944,"lao","嫪"
1945,"liệu","嫪"
1946,"mô","嫫"
1947,"vũ","嫵"
1948,"nhàn","嫺"
1949,"nhàn","嫻"
1950,"hoạ","嫿"
1951,"tu","嬃"
1952,"kiêu","嬈"
1953,"nhiêu","嬈"
1954,"nhiễu","嬈"
1955,"hi","嬉"
1956,"hy","嬉"
1957,"thiền","嬋"
1958,"kiêu","嬌"
1959,"kiều","嬌"
1960,"thẩm","嬏"
1961,"bế","嬖"
1962,"thiện","嬗"
1963,"tường","嬙"
1964,"huyên","嬛"
1965,"niệu","嬝"
1966,"ái","嬡"
1967,"ma","嬤"
1968,"tần","嬪"
1969,"nãi","嬭"
1970,"cạnh","嬮"
1971,"anh","嬰"
1972,"điểu","嬲"
1973,"niếu","嬲"
1974,"doanh","嬴"
1975,"thẩm","嬸"
1976,"yến","嬿"
1977,"sương","孀"
1978,"tường","孃"
1979,"luyến","孌"
1980,"tử","子"
1981,"tý","子"
1982,"kiết","孑"
1983,"quyết","孓"
1984,"khổng","孔"
1985,"dựng","孕"
1986,"tư","孖"
1987,"tự","字"
1988,"tồn","存"
1989,"phu","孚"
1990,"phù","孚"
1991,"bội","孛"
1992,"bột","孛"
1993,"tư","孜"
1994,"hiếu","孝"
1995,"mạnh","孟"
1996,"quý","季"
1997,"quí","季"
1998,"cô","孤"
1999,"noa","孥"
2000,"nô","孥"
2001,"hài","孩"
2002,"tôn","孫"
2003,"thục","孰"
2004,"sàn","孱"
2005,"sán","孱"
2006,"tư","孳"
2007,"phu","孵"
2008,"học","學"
2009,"nhu","孺"
2010,"nhụ","孺"
2011,"nhũ","孺"
2012,"nghiệt","孽"
2013,"loan","孿"
2014,"trữ","宁"
2015,"tha","它"
2016,"quĩ","宄"
2017,"quỹ","宄"
2018,"trạch","宅"
2019,"vũ","宇"
2020,"thủ","守"
2021,"an","安"
2022,"tống","宋"
2023,"hoàn","完"
2024,"tỉ","宎"
2025,"tỷ","宎"
2026,"hoành","宏"
2027,"mật","宓"
2028,"đãng","宕"
2029,"tôn","宗"
2030,"tông","宗"
2031,"quan","官"
2032,"trụ","宙"
2033,"định","定"
2034,"uyển","宛"
2035,"nghi","宜"
2036,"khách","客"
2037,"tuyên","宣"
2038,"thất","室"
2039,"hựu","宥"
2040,"hoạn","宦"
2041,"di","宧"
2042,"triệu","宨"
2043,"cung","宮"
2044,"tể","宰"
2045,"hại","害"
2046,"án","宴"
2047,"yến","宴"
2048,"tiêu","宵"
2049,"gia","家"
2050,"thần","宸"
2051,"dung","容"
2052,"túc","宿"
2053,"tú","宿"
2054,"thái","寀"
2055,"tịch","寂"
2056,"kí","寄"
2057,"ký","寄"
2058,"dần","寅"
2059,"mật","密"
2060,"khấu","寇"
2061,"phú","富"
2062,"mị","寐"
2063,"mỵ","寐"
2064,"tẩm","寑"
2065,"hàn","寒"
2066,"ngụ","寓"
2067,"thật","寔"
2068,"thực","寔"
2069,"tẩm","寖"
2070,"trí","寘"
2071,"mịch","寞"
2072,"sát","察"
2073,"quả","寡"
2074,"tẩm","寢"
2075,"ngụ","寤"
2076,"liêu","寥"
2077,"thật","實"
2078,"thực","實"
2079,"ninh","寧"
2080,"trại","寨"
2081,"thẩm","審"
2082,"tả","寫"
2083,"khoan","寬"
2084,"liêu","寮"
2085,"tuấn","寯"
2086,"hoàn","寰"
2087,"nghệ","寱"
2088,"sủng","寵"
2089,"bảo","寶"
2090,"thốn","寸"
2091,"tự","寺"
2092,"phong","封"
2093,"tạ","射"
2094,"xạ","射"
2095,"tương","將"
2096,"tướng","將"
2097,"chuyên","專"
2098,"uý","尉"
2099,"tôn","尊"
2100,"tầm","尋"
2101,"đối","對"
2102,"đạo","導"
2103,"tiểu","小"
2104,"xử","尐"
2105,"thiểu","少"
2106,"thiếu","少"
2107,"thuỷ","尒"
2108,"tiêm","尖"
2109,"thượng","尚"
2110,"tiển","尟"
2111,"uông","尢"
2112,"vưu","尤"
2113,"thược","尥"
2114,"mang","尨"
2115,"diên","尪"
2116,"uông","尪"
2117,"giới","尬"
2118,"tựu","就"
2119,"dam","尷"
2120,"thi","尸"
2121,"doãn","尹"
2122,"duẫn","尹"
2123,"xích","尺"
2124,"khao","尻"
2125,"khào","尻"
2126,"nê","尼"
2127,"ni","尼"
2128,"vĩ","尾"
2129,"niệu","尿"
2130,"cục","局"
2131,"thí","屁"
2132,"cư","居"
2133,"giới","屆"
2134,"khuất","屈"
2135,"ốc","屋"
2136,"thi","屍"
2137,"thỉ","屎"
2138,"bình","屏"
2139,"bính","屏"
2140,"kịch","屐"
2141,"kĩ","屐"
2142,"kỹ","屐"
2143,"tiết","屑"
2144,"tiêu","屑"
2145,"triển","展"
2146,"vĩ","屘"
2147,"a","屙"
2148,"thế","屜"
2149,"tiếp","屜"
2150,"phi","屝"
2151,"phỉ","屝"
2152,"đồ","屠"
2153,"lâu","屢"
2154,"lũ","屢"
2155,"tỉ","屣"
2156,"tỷ","屣"
2157,"tầng","層"
2158,"tằng","層"
2159,"lí","履"
2160,"lữ","履"
2161,"lý","履"
2162,"tiệp","屧"
2163,"lũ","屨"
2164,"cược","屩"
2165,"nghiếu","屩"
2166,"chúc","屬"
2167,"thuộc","屬"
2168,"hí","屭"
2169,"triệt","屮"
2170,"truân","屯"
2171,"tiên","屳"
2172,"ngật","屹"
2173,"dĩ","屺"
2174,"kỉ","屺"
2175,"kỷ","屺"
2176,"ngột","屼"
2177,"chí","岆"
2178,"ngập","岌"
2179,"khiên","岍"
2180,"đệ","岏"
2181,"kì","岐"
2182,"kỳ","岐"
2183,"sầm","岑"
2184,"sấm","岑"
2185,"xoá","岔"
2186,"cương","岡"
2187,"kha","岢"
2188,"cẩu","岣"
2189,"thiều","岧"
2190,"nham","岩"
2191,"tụ","岫"
2192,"giáp","岬"
2193,"đại","岱"
2194,"nhạc","岳"
2195,"hộ","岵"
2196,"dân","岷"
2197,"mân","岷"
2198,"ngạn","岸"
2199,"tuân","峋"
2200,"đồng","峒"
2201,"động","峒"
2202,"nguy","峗"
2203,"trĩ","峙"
2204,"nga","峨"
2205,"dục","峪"
2206,"tiêu","峭"
2207,"tiễu","峭"
2208,"phong","峰"
2209,"náo","峱"
2210,"hiện","峴"
2211,"kiến","峴"
2212,"đảo","島"
2213,"tuấn","峻"
2214,"giáp","峽"
2215,"hạp","峽"
2216,"hiệp","峽"
2217,"lang","崀"
2218,"khảm","崁"
2219,"không","崆"
2220,"sùng","崇"
2221,"khi","崎"
2222,"kì","崎"
2223,"kỳ","崎"
2224,"môi","崏"
2225,"côn","崑"
2226,"tốt","崒"
2227,"thôi","崔"
2228,"nhai","崖"
2229,"cang","崗"
2230,"cương","崗"
2231,"lôn","崙"
2232,"luân","崙"
2233,"lăng","崚"
2234,"quật","崛"
2235,"quách","崞"
2236,"ngâm","崟"
2237,"ẫm","崠"
2238,"đông","崠"
2239,"tranh","崢"
2240,"hào","崤"
2241,"yêm","崦"
2242,"tùng","崧"
2243,"băng","崩"
2244,"cố","崮"
2245,"sơn","山"
2246,"uy","崴"
2247,"nghi","崺"
2248,"tể","崽"
2249,"cù","嵁"
2250,"kê","嵇"
2251,"thặng","嵊"
2252,"mi","嵋"
2253,"my","嵋"
2254,"khảm","嵌"
2255,"ngu","嵎"
2256,"ngung","嵎"
2257,"lam","嵐"
2258,"nham","嵒"
2259,"tông","嵕"
2260,"tung","嵩"
2261,"tư","嵫"
2262,"ngôi","嵬"
2263,"nguy","嵬"
2264,"ta","嵯"
2265,"tha","嵯"
2266,"đính","嵿"
2267,"lũ","嶁"
2268,"chướng","嶂"
2269,"toà","嶂"
2270,"tiệm","嶄"
2271,"khu","嶇"
2272,"tập","嶍"
2273,"tằng","嶒"
2274,"ba","嶓"
2275,"khâm","嶔"
2276,"lao","嶗"
2277,"lân","嶙"
2278,"đăng","嶝"
2279,"tôn","嶟"
2280,"kiệu","嶠"
2281,"kiểu","嶠"
2282,"nghiêu","嶢"
2283,"dịch","嶧"
2284,"học","嶨"
2285,"tiết","嶭"
2286,"giải","嶰"
2287,"nghi","嶷"
2288,"vanh","嶸"
2289,"vinh","嶸"
2290,"lãnh","嶺"
2291,"lĩnh","嶺"
2292,"dữ","嶼"
2293,"ngữ","嶼"
2294,"tự","嶼"
2295,"nhạc","嶽"
2296,"huề","巂"
2297,"tây","巂"
2298,"tê","巂"
2299,"hi","巇"
2300,"sàm","巉"
2301,"vị","巋"
2302,"nguy","巍"
2303,"loan","巒"
2304,"điên","巔"
2305,"nham","巖"
2306,"xuyên","川"
2307,"châu","州"
2308,"hoang","巟"
2309,"kinh","巠"
2310,"tuần","巡"
2311,"sào","巢"
2312,"công","工"
2313,"tả","左"
2314,"xảo","巧"
2315,"cự","巨"
2316,"vu","巫"
2317,"sai","差"
2318,"si","差"
2319,"soa","差"
2320,"kỉ","己"
2321,"kỷ","己"
2322,"dĩ","已"
2323,"tị","巳"
2324,"tỵ","巳"
2325,"ba","巴"
2326,"hạng","巷"
2327,"cẩn","巹"
2328,"tốn","巽"
2329,"cân","巾"
2330,"thị","巿"
2331,"thị","市"
2332,"bố","布"
2333,"đinh","帄"
2334,"phàm","帆"
2335,"hi","希"
2336,"hy","希"
2337,"nô","帑"
2338,"thảng","帑"
2339,"bí","帔"
2340,"phí","帔"
2341,"bạch","帕"
2342,"bạc","帕"
2343,"mạt","帕"
2344,"thiệp","帖"
2345,"thiếp","帖"
2346,"cân","帘"
2347,"liêm","帘"
2348,"dật","帙"
2349,"trật","帙"
2350,"trửu","帚"
2351,"bạch","帛"
2352,"đế","帝"
2353,"dịch","帟"
2354,"bình","帡"
2355,"kháp","帢"
2356,"quyển","帣"
2357,"quyến","帣"
2358,"soái","帥"
2359,"suất","帥"
2360,"suý","帥"
2361,"thuế","帨"
2362,"tiếu","帩"
2363,"sư","師"
2364,"tịch","席"
2365,"trướng","帳"
2366,"đái","帶"
2367,"duy","帷"
2368,"thường","常"
2369,"mạo","帽"
2370,"tránh","幀"
2371,"trinh","幀"
2372,"duy","幃"
2373,"huy","幃"
2374,"vi","幃"
2375,"ác","幄"
2376,"bức","幅"
2377,"phúc","幅"
2378,"hoảng","幌"
2379,"mạn","幔"
2380,"mạc","幕"
2381,"mộ","幕"
2382,"quắc","幗"
2383,"quốc","幗"
2384,"trách","幘"
2385,"chướng","幛"
2386,"trướng","幛"
2387,"xí","幟"
2388,"phan","幡"
2389,"phiên","幡"
2390,"tràng","幢"
2391,"tệ","幣"
2392,"thao","幧"
2393,"thiêu","幧"
2394,"xao","幧"
2395,"xiêm","幨"
2396,"mông","幪"
2397,"bang","幫"
2398,"trù","幬"
2399,"can","干"
2400,"bình","平"
2401,"niên","年"
2402,"tinh","并"
2403,"tịnh","并"
2404,"hạnh","幸"
2405,"cán","幹"
2406,"yêu","幺"
2407,"ảo","幻"
2408,"huyễn","幻"
2409,"ấu","幼"
2410,"u","幽"
2411,"cơ","幾"
2412,"ki","幾"
2413,"kỉ","幾"
2414,"ky","幾"
2415,"kỷ","幾"
2416,"nghiễm","广"
2417,"bỉ","庀"
2418,"phỉ","庀"
2419,"trắc","庂"
2420,"trang","庄"
2421,"tí","庇"
2422,"tý","庇"
2423,"sàng","床"
2424,"kĩ","庋"
2425,"kỹ","庋"
2426,"quĩ","庋"
2427,"quỹ","庋"
2428,"tự","序"
2429,"đắc","底"
2430,"để","底"
2431,"bao","庖"
2432,"bào","庖"
2433,"điếm","店"
2434,"canh","庚"
2435,"phủ","府"
2436,"tường","庠"
2437,"hưu","庥"
2438,"đạc","度"
2439,"độ","度"
2440,"toạ","座"
2441,"khố","庫"
2442,"mang","庬"
2443,"đình","庭"
2444,"bí","庳"
2445,"tỷ","庳"
2446,"am","庵"
2447,"thứ","庶"
2448,"khang","康"
2449,"dung","庸"
2450,"thoả","庹"
2451,"du","庾"
2452,"dữu","庾"
2453,"xí","廁"
2454,"sương","廂"
