unicode,chars,vietnamese,meanings
"52DE","勞","rạo","(td Nôm chưa có nội dung)"
"52DF","募","mộ","(td Nôm chưa có nội dung)"
"52E2","勢","thế","(td Nôm chưa có nội dung)"
"52E2","勢","thể","(td Nôm chưa có nội dung)"
"52E3","勣","tích","(td Nôm chưa có nội dung)"
"52E4","勤","cần","(td Nôm chưa có nội dung)"
"52E4","勤","cùn","(td Nôm chưa có nội dung)"
"52E6","勦","tẹo","(td Nôm chưa có nội dung)"
"52E6","勦","thẹo","(td Nôm chưa có nội dung)"
"52E6","勦","tiễu","(td Nôm chưa có nội dung)"
"52E6","勦","tịu","(td Nôm chưa có nội dung)"
"52F3","勳","huân","(td Nôm chưa có nội dung)"
"52F5","勵","lẹ","(td Nôm chưa có nội dung)"
"52F5","勵","lệ","(td Nôm chưa có nội dung)"
"52F8","勸","khuyên","(td Nôm chưa có nội dung)"
"52F8","勸","khuyến","(td Nôm chưa có nội dung)"
"52F9","勹","câu","(td Nôm chưa có nội dung)"
"52FA","勺","chước","(td Nôm chưa có nội dung)"
"52FA","勺","duộc","(td Nôm chưa có nội dung)"
"52FA","勺","giuộc","(td Nôm chưa có nội dung)"
"52FE","勾","câu","(td Nôm chưa có nội dung)"
"52FE","勾","cấu","(td Nôm chưa có nội dung)"
"52FE","勾","cú","(td Nôm chưa có nội dung)"
"52FF","勿","vất","(td Nôm chưa có nội dung)"
"52FF","勿","vật","(td Nôm chưa có nội dung)"
"52FF","勿","vặt","(td Nôm chưa có nội dung)"
"5300","匀","quân","(td Nôm chưa có nội dung)"
"5305","包","bao","(td Nôm chưa có nội dung)"
"5306","匆","thông","(td Nôm chưa có nội dung)"
"5308","匈","hung","(td Nôm chưa có nội dung)"
"530C","匌","rắc","(td Nôm chưa có nội dung)"
"530D","匍","bò","(td Nôm chưa có nội dung)"
"530D","匍","bồ","(td Nôm chưa có nội dung)"
"530F","匏","bào","(td Nôm chưa có nội dung)"
"530F","匏","bầu","(td Nôm chưa có nội dung)"
"5310","匐","bặc","(td Nôm chưa có nội dung)"
"5310","匐","bặt","(td Nôm chưa có nội dung)"
"5316","化","hoa","(td Nôm chưa có nội dung)"
"5316","化","hoá","(td Nôm chưa có nội dung)"
"5316","化","huế","(td Nôm chưa có nội dung)"
"5317","北","bác","(td Nôm chưa có nội dung)"
"5317","北","bấc","(td Nôm chưa có nội dung)"
"5317","北","bắc","(td Nôm chưa có nội dung)"
"7C3F","簿","bộ","(td Nôm chưa có nội dung)"
"5319","匙","chuỷ","(td Nôm chưa có nội dung)"
"5319","匙","thi","(td Nôm chưa có nội dung)"
"5319","匙","thìa","(td Nôm chưa có nội dung)"
"531A","匚","hệ","(td Nôm chưa có nội dung)"
"531A","匚","phương","(td Nôm chưa có nội dung)"
"531D","匝","táp","(td Nôm chưa có nội dung)"
"531D","匝","tấp","(td Nôm chưa có nội dung)"
"5320","匠","tưởng","(td Nôm chưa có nội dung)"
"5321","匡","khuôn","(td Nôm chưa có nội dung)"
"5321","匡","khuông","(td Nôm chưa có nội dung)"
"5323","匣","hạp","(td Nôm chưa có nội dung)"
"5323","匣","hộp","(td Nôm chưa có nội dung)"
"5323","匣","tráp","(td Nôm chưa có nội dung)"
"5326","匦","quỹ","(td Nôm chưa có nội dung)"
"5327","匧","tráp","(td Nôm chưa có nội dung)"
"532A","匪","phỉ","(td Nôm chưa có nội dung)"
"532C","匬","tủ","(td Nôm chưa có nội dung)"
"532D","匭","quỹ","(td Nôm chưa có nội dung)"
"532E","匮","quỹ","(td Nôm chưa có nội dung)"
"532F","匯","hối","(td Nôm chưa có nội dung)"
"532F","匯","vị","(td Nôm chưa có nội dung)"
"5331","匱","quĩ","(td Nôm chưa có nội dung)"
"5331","匱","quỹ","(td Nôm chưa có nội dung)"
"5339","匹","sất","(td Nôm chưa có nội dung)"
"5339","匹","sơ","(td Nôm chưa có nội dung)"
"5339","匹","sớt","(td Nôm chưa có nội dung)"
"5339","匹","sứt","(td Nôm chưa có nội dung)"
"5339","匹","thất","(td Nôm chưa có nội dung)"
"5339","匹","thớt","(td Nôm chưa có nội dung)"
"533A","区","âu","(td Nôm chưa có nội dung)"
"533A","区","khu","(td Nôm chưa có nội dung)"
"533B","医","ế","(td Nôm chưa có nội dung)"
"533C","匼","hạp","(td Nôm chưa có nội dung)"
"533C","匼","hộp","(td Nôm chưa có nội dung)"
"533C","匼","kháp","(td Nôm chưa có nội dung)"
"533C","匼","khập","(td Nôm chưa có nội dung)"
"533C","匼","tráp","(td Nôm chưa có nội dung)"
"533E","匾","biển","(td Nôm chưa có nội dung)"
"533F","匿","nác","(td Nôm chưa có nội dung)"
"533F","匿","nắc","(td Nôm chưa có nội dung)"
"533F","匿","nặc","(td Nôm chưa có nội dung)"
"533F","匿","nước","(td Nôm chưa có nội dung)"
"5340","區","au","(td Nôm chưa có nội dung)"
"5340","區","âu","(td Nôm chưa có nội dung)"
"5340","區","khu","(td Nôm chưa có nội dung)"
"5341","十","thập","(td Nôm chưa có nội dung)"
"5343","千","thiên","(td Nôm chưa có nội dung)"
"5345","卅","tạp","(td Nôm chưa có nội dung)"
"5347","升","thăng","(td Nôm chưa có nội dung)"
"5347","升","thưng","(td Nôm chưa có nội dung)"
"5348","午","ngõ","(td Nôm chưa có nội dung)"
"5348","午","ngọ","(td Nôm chưa có nội dung)"
"4E24","两","lưỡng","(td Nôm chưa có nội dung)"
"4E25","严","nghiêm","(td Nôm chưa có nội dung)"
"4E26","並","tịnh","(td Nôm chưa có nội dung)"
"4E28","丨","cổn","(td Nôm chưa có nội dung)"
"4E2A","个","cá","(td Nôm chưa có nội dung)"
"4E2B","丫","a","(td Nôm chưa có nội dung)"
"4E2B","丫","nha","(td Nôm chưa có nội dung)"
"4E2C","丬","tường","(td Nôm chưa có nội dung)"
"4E2D","中","đúng","(td Nôm chưa có nội dung)"
"4E2D","中","trong","(td Nôm chưa có nội dung)"
"4E2D","中","trung","(td Nôm chưa có nội dung)"
"4E2D","中","trúng","(td Nôm chưa có nội dung)"
"4E2D","中","truồng","(td Nôm chưa có nội dung)"
"4E30","丰","phong","(td Nôm chưa có nội dung)"
"4E32","串","quán","(td Nôm chưa có nội dung)"
"4E32","串","xiên","(td Nôm chưa có nội dung)"
"4E32","串","xuyên","(td Nôm chưa có nội dung)"
"4E32","串","xuyến","(td Nôm chưa có nội dung)"
"4E34","临","lâm","(td Nôm chưa có nội dung)"
"4E36","丶","chủ","(td Nôm chưa có nội dung)"
"4E37","丷","bát","(td Nôm chưa có nội dung)"
"4E38","丸","hoàn","(td Nôm chưa có nội dung)"
"4E38","丸","hòn","(td Nôm chưa có nội dung)"
"4E38","丸","xóp","(td Nôm chưa có nội dung)"
"4E39","丹","đan","(td Nôm chưa có nội dung)"
"4E3B","主","chủ","(td Nôm chưa có nội dung)"
"4E3B","主","chúa","(td Nôm chưa có nội dung)"
"4E3F","丿","phết","(td Nôm chưa có nội dung)"
"4E3F","丿","phịch","(td Nôm chưa có nội dung)"
"4E3F","丿","phiết","(td Nôm chưa có nội dung)"
"4E3F","丿","phút","(td Nôm chưa có nội dung)"
"4E42","乂","nghệ","(td Nôm chưa có nội dung)"
"4E43","乃","nãi","(td Nôm chưa có nội dung)"
"4E43","乃","nải","(td Nôm chưa có nội dung)"
"4E43","乃","náy","(td Nôm chưa có nội dung)"
"4E43","乃","nãy","(td Nôm chưa có nội dung)"
"4E43","乃","nấy","(td Nôm chưa có nội dung)"
"4E43","乃","nảy","(td Nôm chưa có nội dung)"
"4E43","乃","nới","(td Nôm chưa có nội dung)"
"4E45","久","cửu","(td Nôm chưa có nội dung)"
"4E49","义","nghĩa","(td Nôm chưa có nội dung)"
"4E49","义","xơ","(td Nôm chưa có nội dung)"
"4E4B","之","chi","(td Nôm chưa có nội dung)"
"4E4B","之","gì","(td Nôm chưa có nội dung)"
"4E4B","之","giây","(td Nôm chưa có nội dung)"
"4E4D","乍","cha","(td Nôm chưa có nội dung)"
"4E4D","乍","chạ","(td Nôm chưa có nội dung)"
"4E4D","乍","sã","(td Nôm chưa có nội dung)"
"4E4D","乍","sạ","(td Nôm chưa có nội dung)"
"4E4E","乎","hồ","(td Nôm chưa có nội dung)"
"4E4F","乏","bấp","(td Nôm chưa có nội dung)"
"4E4F","乏","mấp","(td Nôm chưa có nội dung)"
"4E4F","乏","mạp","(td Nôm chưa có nội dung)"
"4E4F","乏","mập","(td Nôm chưa có nội dung)"
"4E4F","乏","phạp","(td Nôm chưa có nội dung)"
"4E4F","乏","phập","(td Nôm chưa có nội dung)"
"4E4F","乏","phặp","(td Nôm chưa có nội dung)"
"4E4F","乏","phốp","(td Nôm chưa có nội dung)"
"4E50","乐","lạc","(td Nôm chưa có nội dung)"
"4E50","乐","nhạc","(td Nôm chưa có nội dung)"
"4E52","乒","binh","(td Nôm chưa có nội dung)"
"4E53","乓","bang","(td Nôm chưa có nội dung)"
"4E54","乔","kiều","(td Nôm chưa có nội dung)"
"4E56","乖","quai","(td Nôm chưa có nội dung)"
"4E56","乖","quay","(td Nôm chưa có nội dung)"
"4E58","乘","thắng","(td Nôm chưa có nội dung)"
"4E58","乘","thặng","(td Nôm chưa có nội dung)"
"4E58","乘","thừa","(td Nôm chưa có nội dung)"
"4E59","乙","ắc","(td Nôm chưa có nội dung)"
"4E59","乙","ặc","(td Nôm chưa có nội dung)"
"4E59","乙","át","(td Nôm chưa có nội dung)"
"4E59","乙","ất","(td Nôm chưa có nội dung)"
"4E59","乙","ắt","(td Nôm chưa có nội dung)"
"4E59","乙","hắt","(td Nôm chưa có nội dung)"
"4E59","乙","lớt","(td Nôm chưa có nội dung)"
"4E5A","乚","ất","(td Nôm chưa có nội dung)"
"4E5B","乛","ất","(td Nôm chưa có nội dung)"
"4E5D","九","cửu","(td Nôm chưa có nội dung)"
"4E5E","乞","gật","(td Nôm chưa có nội dung)"
"4E5E","乞","khất","(td Nôm chưa có nội dung)"
"4E5E","乞","khắt","(td Nôm chưa có nội dung)"
"4E5F","也","dã","(td Nôm chưa có nội dung)"
"4E5F","也","giã","(td Nôm chưa có nội dung)"
"4E60","习","tập","(td Nôm chưa có nội dung)"
"4E69","乩","kê","(td Nôm chưa có nội dung)"
"4E71","乱","loàn","(td Nôm chưa có nội dung)"
"4E71","乱","loạn","(td Nôm chưa có nội dung)"
"4E73","乳","nhỗ","(td Nôm chưa có nội dung)"
"4E73","乳","nhũ","(td Nôm chưa có nội dung)"
"4E73","乳","vú","(td Nôm chưa có nội dung)"
"4E7E","乾","can","(td Nôm chưa có nội dung)"
"4E7E","乾","càn","(td Nôm chưa có nội dung)"
"4E7E","乾","gàn","(td Nôm chưa có nội dung)"
"4E7E","乾","khan","(td Nôm chưa có nội dung)"
"4E7E","乾","kiền","(td Nôm chưa có nội dung)"
"4E82","亂","loàn","(td Nôm chưa có nội dung)"
"4E82","亂","loạn","(td Nôm chưa có nội dung)"
"4E86","了","lẽo","(td Nôm chưa có nội dung)"
"4E86","了","lếu","(td Nôm chưa có nội dung)"
"4E86","了","liễu","(td Nôm chưa có nội dung)"
"4E88","予","dư","(td Nôm chưa có nội dung)"
"4E88","予","nhừ","(td Nôm chưa có nội dung)"
"4E89","争","tranh","(td Nôm chưa có nội dung)"
"4E8B","事","sự","(td Nôm chưa có nội dung)"
"4E8B","事","xì","(td Nôm chưa có nội dung)"
"4E8C","二","nhì","(td Nôm chưa có nội dung)"
"4E8C","二","nhị","(td Nôm chưa có nội dung)"
"4E8D","亍","súc","(td Nôm chưa có nội dung)"
"4E8D","亍","sục","(td Nôm chưa có nội dung)"
"4E8D","亍","xúc","(td Nôm chưa có nội dung)"
"4E8D","亍","xục","(td Nôm chưa có nội dung)"
"4E8E","于","vo","(td Nôm chưa có nội dung)"
"4E8E","于","vò","(td Nôm chưa có nội dung)"
"4E8E","于","vu","(td Nôm chưa có nội dung)"
"4E8F","亏","khuây","(td Nôm chưa có nội dung)"
"4E8F","亏","khuy","(td Nôm chưa có nội dung)"
"4E91","云","vân","(td Nôm chưa có nội dung)"
"4E92","互","hỗ","(td Nôm chưa có nội dung)"
"4E92","互","hổ","(td Nôm chưa có nội dung)"
"4E94","五","ngũ","(td Nôm chưa có nội dung)"
"4E95","井","giếng","(td Nôm chưa có nội dung)"
"4E95","井","tễnh","(td Nôm chưa có nội dung)"
"4E95","井","tểnh","(td Nôm chưa có nội dung)"
"4E95","井","tỉn","(td Nôm chưa có nội dung)"
"4E95","井","tỉnh","(td Nôm chưa có nội dung)"
"4E98","亘","cắng","(td Nôm chưa có nội dung)"
"4E98","亘","cứng","(td Nôm chưa có nội dung)"
"4E99","亙","cắng","(td Nôm chưa có nội dung)"
"4E99","亙","cẳng","(td Nôm chưa có nội dung)"
"4E99","亙","cứng","(td Nôm chưa có nội dung)"
"4E99","亙","hẵng","(td Nôm chưa có nội dung)"
"4E9B","些","ta","(td Nôm chưa có nội dung)"
"4E9E","亞","a","(td Nôm chưa có nội dung)"
"4E9E","亞","á","(td Nôm chưa có nội dung)"
"4E9F","亟","cấc","(td Nôm chưa có nội dung)"
"4E9F","亟","cức","(td Nôm chưa có nội dung)"
"4E9F","亟","cực","(td Nôm chưa có nội dung)"
"4EA0","亠","đầu","(td Nôm chưa có nội dung)"
"4EA1","亡","vô","(td Nôm chưa có nội dung)"
"4EA1","亡","vong","(td Nôm chưa có nội dung)"
"4EA2","亢","cang","(td Nôm chưa có nội dung)"
"4EA4","交","giao","(td Nôm chưa có nội dung)"
"4EA5","亥","hợi","(td Nôm chưa có nội dung)"
"4EA8","亨","hanh","(td Nôm chưa có nội dung)"
"4EA9","亩","mẫu","(td Nôm chưa có nội dung)"
"4EAB","享","hưởng","(td Nôm chưa có nội dung)"
"4EAC","京","kiêng","(td Nôm chưa có nội dung)"
"4EAC","京","kinh","(td Nôm chưa có nội dung)"
"4EAD","亭","đình","(td Nôm chưa có nội dung)"
"4EAD","亭","đứa","(td Nôm chưa có nội dung)"
"4EAE","亮","lượng","(td Nôm chưa có nội dung)"
"4EB1","亱","dạ","(td Nôm chưa có nội dung)"
"4EBA","人","nhân","(td Nôm chưa có nội dung)"
"4EBA","人","nhơn","(td Nôm chưa có nội dung)"
"4EBB","亻","nhân","(td Nôm chưa có nội dung)"
"4EBF","亿","tỉ","(td Nôm chưa có nội dung)"
"4EBF","亿","ức","(td Nôm chưa có nội dung)"
"4EC0","什","lặt","(td Nôm chưa có nội dung)"
"4EC0","什","thậm","(td Nôm chưa có nội dung)"
"4EC0","什","thập","(td Nôm chưa có nội dung)"
"4EC1","仁","nhân","(td Nôm chưa có nội dung)"
"4EC1","仁","nhơn","(td Nôm chưa có nội dung)"
"4EC3","仃","đần","(td Nôm chưa có nội dung)"
"4EC3","仃","đành","(td Nôm chưa có nội dung)"
"4EC3","仃","đinh","(td Nôm chưa có nội dung)"
"4EC3","仃","đình","(td Nôm chưa có nội dung)"
"4EC3","仃","đứa","(td Nôm chưa có nội dung)"
"4EC3","仃","dừng","(td Nôm chưa có nội dung)"
"4EC3","仃","đừng","(td Nôm chưa có nội dung)"
"4EC4","仄","trắc","(td Nôm chưa có nội dung)"
"4EC5","仅","cẩn","(td Nôm chưa có nội dung)"
"4EC6","仆","bọc","(td Nôm chưa có nội dung)"
"4EC6","仆","bộc","(td Nôm chưa có nội dung)"
"4EC6","仆","phó","(td Nôm chưa có nội dung)"
"4EC6","仆","phóc","(td Nôm chưa có nội dung)"
"4EC7","仇","cừu","(td Nôm chưa có nội dung)"
"4EC9","仉","kẻ","(td Nôm chưa có nội dung)"
"4ECA","今","kim","(td Nôm chưa có nội dung)"
"4ECB","介","giới","(td Nôm chưa có nội dung)"
"4ECD","仍","nhăng","(td Nôm chưa có nội dung)"
"4ECD","仍","nhẳng","(td Nôm chưa có nội dung)"
"4ECD","仍","nhùng","(td Nôm chưa có nội dung)"
"4ECD","仍","nhưng","(td Nôm chưa có nội dung)"
"4ECD","仍","những","(td Nôm chưa có nội dung)"
"4ECE","从","tòng","(td Nôm chưa có nội dung)"
"4ECE","从","tùng","(td Nôm chưa có nội dung)"
"4ECE","从","tụng","(td Nôm chưa có nội dung)"
"4ED1","仑","luân","(td Nôm chưa có nội dung)"
"4ED3","仓","thương","(td Nôm chưa có nội dung)"
"4ED4","仔","tể","(td Nôm chưa có nội dung)"
"4ED4","仔","tử","(td Nôm chưa có nội dung)"
"4ED5","仕","sãi","(td Nôm chưa có nội dung)"
"4ED5","仕","sải","(td Nôm chưa có nội dung)"
"4ED5","仕","sảy","(td Nôm chưa có nội dung)"
"4ED5","仕","sẩy","(td Nôm chưa có nội dung)"
"4ED5","仕","sè","(td Nôm chưa có nội dung)"
"4ED5","仕","sẽ","(td Nôm chưa có nội dung)"
"4ED5","仕","sễ","(td Nôm chưa có nội dung)"
"4ED5","仕","sẻ","(td Nôm chưa có nội dung)"
"4ED5","仕","sì","(td Nôm chưa có nội dung)"
"4ED5","仕","sĩ","(td Nôm chưa có nội dung)"
"4ED5","仕","sõi","(td Nôm chưa có nội dung)"
"4ED5","仕","sỡi","(td Nôm chưa có nội dung)"
"4ED5","仕","xảy","(td Nôm chưa có nội dung)"
"4ED6","他","tha","(td Nôm chưa có nội dung)"
"4ED6","他","thà","(td Nôm chưa có nội dung)"
"4ED6","他","thè","(td Nôm chưa có nội dung)"
"4ED6","他","thơ","(td Nôm chưa có nội dung)"
"4ED7","仗","dượng","(td Nôm chưa có nội dung)"
"4ED7","仗","trượng","(td Nôm chưa có nội dung)"
"4ED8","付","pho","(td Nôm chưa có nội dung)"
"4ED8","付","phó","(td Nôm chưa có nội dung)"
"4ED9","仙","tiên","(td Nôm chưa có nội dung)"
"4EDD","仝","đồng","(td Nôm chưa có nội dung)"
"4EDD","仝","giồng","(td Nôm chưa có nội dung)"
"4EDE","仞","nhẩn","(td Nôm chưa có nội dung)"
"4EDE","仞","nhận","(td Nôm chưa có nội dung)"
"4EDF","仟","thiên","(td Nôm chưa có nội dung)"
"4EE1","仡","ngất","(td Nôm chưa có nội dung)"
"4EE3","代","đãi","(td Nôm chưa có nội dung)"
"4EE3","代","đại","(td Nôm chưa có nội dung)"
"4EE3","代","đời","(td Nôm chưa có nội dung)"
"4EE3","代","rượi","(td Nôm chưa có nội dung)"
"4EE4","令","lênh","(td Nôm chưa có nội dung)"
"4EE4","令","lệnh","(td Nôm chưa có nội dung)"
"4EE4","令","liệng","(td Nôm chưa có nội dung)"
"4EE4","令","lình","(td Nôm chưa có nội dung)"
"4EE4","令","lịnh","(td Nôm chưa có nội dung)"
"4EE4","令","loanh","(td Nôm chưa có nội dung)"
"4EE5","以","dĩ","(td Nôm chưa có nội dung)"
"4EE8","仨","tam","(td Nôm chưa có nội dung)"
"4EEA","仪","nghi","(td Nôm chưa có nội dung)"
"4EEC","们","môn","(td Nôm chưa có nội dung)"
"4EF0","仰","khưỡng","(td Nôm chưa có nội dung)"
"4EF0","仰","ngãng","(td Nôm chưa có nội dung)"
"4EF0","仰","ngẫng","(td Nôm chưa có nội dung)"
"4EF0","仰","ngẩng","(td Nôm chưa có nội dung)"
